Institution,Medium,Access,Month,Day,Year,Narrator,Creator,Location_Tags,Topic_Tags,Description,Link
Center of Southwest Studies,"Audio, Transcript",Contact Institution,June,10,1993,Forrest P. Hickman,Twila F. Brown,"Bayfield, La Plata County",Sawmills,"Sawmills--Colorado--La Plata County Bayfield (Colo.)--History
; About Narrator: Mr. Hickman was for many years a sawmill and ranch worker. He and his wife Lillie Jewell Bybee Hickman were both born in Missouri in 1900, and married in 1919. They had five children.; Collection:U013: Vallecito Dam Oral History Project-Box 12 ; Notes:No intro is on this tape, which is undated.;",
Center of Southwest Studies,Audio,Contact Institution,August,20,1976,Frahm Taylor; Lulu Taylor; Abbie Taylor Lulu,Lavinia and Winifred Walker McCoy,"Bayfield, La Plata County","Local Business, Native American, Automobiles & Roads","1897 Family History, Early Businesses, Cemetary, Roads, Indians; About Narrator: No info provided.; Collection:U 023: Bayfield (Colo.) Oral History Collection ; Notes: ;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,March,23,1995,Frances L. Blatnick,Anne F. Hollister,"Durango, La Plata County",Religion,"Churches--Colorado--Durango--History Ethnic groups--Colorado--Durango
Durango (Colo.)--History; About Narrator: Longtime member of Sacred Heart Parish south of 6th Street, Durango.; Collection:U004: Southwest Oral History - BOX 26 ; Notes:For Southwest Studies 341 oral history class project, Sacred Heart Parish project (Durango south of 6th Street).;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,,,1994,Francis Hillyer Brinkerhoff,Marilyn M. Mayberry,,,"No general subjects listed.; About Narrator: No info provided.; Collection:U004: Southwest Oral History - BOX 3 ; Notes:Interviews conducted June 16, 17, 21, and 28, 1994. With 32 pages of Frances Brinkerhoff's corrections and additions to the transcription which was done by Center staff/student worker Heredity Schmidt (62-page transcription draft). Formatted and edited by Todd Ellison on March 15, 1996; Brinkerhoff corrections and additions were noted by Cindy Jackinsky on Sept. 25, 1996; Ellison edited and produced the final transcript on Sept. 26, 1996.; 6/16/1994-6/28/1994",
Center of Southwest Studies,Audio,Contact Institution,October,5,1979,Frank and Jesse Wommer Family,Robin Abernathy and Rita Nelson (Students),"Bayfield, La Plata County","Homesteading, Education & Schools, Religion","Timeframe 1880- .Family History, Homesteading, Schools, Churches; About Narrator: No info provided.; Collection:U 023: Bayfield (Colo.) Oral History Collection ; Notes: ; *S1 30 minutes, nothing written on S2 time",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,May,18,1993,Frank Conner,Twila F. Brown,La Plata County,"Water, Construction","Civilian Conservation Corps--Camps--Colorado Vallecito Reservoir (Colo.)--Construction Pine River Valley (Colo.)--History
; About Narrator: Retired from a position as District Manager of State Farm Insurance, 1952-1986. Born in New Mexico in 1916; married to Wilma Conner in 1941; one daughter.; Collection:U013: Vallecito Dam Oral History Project - BOX 5 ; Notes: ;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",July,7,1993,Frank Cooley,Andrew Gulliford,,"Ute, Native American","Ute Trail (Colo.), Meeker (Colo.) ; About Narrator: No info provided.; Collection:U018: Andrew Gulliford Oral History Collection - BOX 42 ; Notes:No file;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,June,14,1999,"Frank E. ""Sam"" Maynes",Penny Pritchett,"Durango, La Plata County",Water,"Animas-La Plata Water Project Water rights--Southwest (U.S.)
Durango (Colo.)--History; About Narrator: Attorney for the Southern Ute Tribe.; Collection:U004: Southwest Oral History - BOX 35 ; Notes:Presentation to Fort Lewis College Elderhostel Service Program volunteer workers on the topic of the Animas-La Plata Water Project and related water rights history of the Southwest region. Transcribed by the Center's student archival assistant Brookes Boswell (ending in Feb. 2000) and formatted and edited by Archivist Todd Ellison on March 31, 2000; copy of transcript sent to Mr. Maynes on that date. Mr. Maynes edited the transcript and returned it to the archivist on April 25, 2000. Ellison input the changes, made additional typographical corrections, and mailed the revised/final copy of this transcript to Mr. Maynes on April 26, 2000; Found in Box #36. TA 11/13/2020 - Update: VERIFY - WHY IS THIS DUPLICATED (see below) TA highlighted both as found, so 2 tapes total or 4? GHG12/7/2020; removed duplicate row, there are physicaly only 2 tapes. Duplicate row had been marked as restricted access, and this one full access. May need further research LT 4/16/21",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,April,28,2004,"Frank E. ""Sam"" Maynes",Andrew Gulliford,"Durango, La Plata County","Water, Ute, Native American","Water rights--Southwest (U.S.)
Durango (Colo.)--History
; About Narrator: Attorney for the Southern Ute Tribe.; Collection:U004: Southwest Oral History - BOX 42 ; Notes:About Ben Campbell, specifically the relationship between Ben and the [Southern Ute] tribe and Leonard Burch, in preparation for an exhibit for the National Museum of the American [Indian]. Transcribed by Catherine Conrad in May, 2004. Ellison formatted the interview on May 19, 2004.;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",,,1990,Frank Gonner,Kathy Salars,,,"Four Corners region; About Narrator: Great-grandfather of the interviewer (now Kathy Salars Gibson); Collection:U004: Southwest Oral History - BOX 5 ; Notes:Narrator noted that this interview contained a lot of speculation, some of which is incorrect; interview date is unknown. See end of tape for explanation of errors. Cf. emails between the interviewer and Todd Ellison, April 4 and 7, 2005.; Date estimated",
Center of Southwest Studies,Audio,Contact Institution,January,18,1991,Frank J. Smith,E. Polly Hammer,,Forestry,No general subjects listed.; About Narrator: No info provided.; Collection:U.S. Forest Service ; Notes: ; Copy Tape # 1 1991-05-27. Frank was a ranger at Delta. His father Harry was also a ranger at Delta. A good overview of 2 generations of Forest Service Employees.,
Center of Southwest Studies,Audio,Contact Institution,January,28,1991,Frank J. Smith,E. Polly Hammer,,Forestry,No general subjects listed.; About Narrator: No info provided.; Collection:U.S. Forest Service ; Notes: ; Copy Tape #2 1991-06-09. Side B is not complete transcribed.,
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",February,18,1988,Frank Larson,Charlie Langdon,"La Plata County, Telluride, San Miguel County",Outdoor Sports & Recreation,"Biog.; Telluride; starts Purg.; in the woods; Lemonade & lift; Alpine Sl.; Cathy & concert; Peterson; Dantes; Tomasin, etc.; Ore House; NY Bakery; Spirit; Village Ctr.; Summer Purg.; Purg. wine.; About Narrator: born 1949; Collection:U024: Charlie Langdon Collection - BOX 2 ; Notes: ;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",March,23,1981,Frank Schreiber,Eleanor MacDonald,,,"Farmington (N.M.) History; About Narrator: No info provided.; Collection:U017: Farmington Oral History Project - BOX 28 ; Notes:No folders or documents, tapes only; No releases found;Fort Lewis College Southwest Studies student of Richard Ellis's gave the Center of Southwest Studies the tapes of this series.; Found in Box #29, updated tape #. TA 11/11/2020",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",January,18,1981,Frankie Carruthers,Velma McEwen,,,"Farmington (N.M.) History; About Narrator: No info provided.; Collection:U017: Farmington Oral History Project - BOX 27 ; Notes:No folders or documents, tapes only; No releases found;Fort Lewis College Southwest Studies student of Richard Ellis's gave the Center of Southwest Studies the tapes of this series.;",
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",March,10,1995,Frankie Gray Sr.,Melissa Engle,,"Native American, Medicine",Indians of North America--Religion Medicine men Tuba City (Ariz.); About Narrator: Medicine man. Not to be reproduced w/o prior approval of narrator; Collection:U004: Southwest Oral History - BOX 25 ; Notes:By a Fort Lewis College Southwest Studies 323 history student of R. Ellis's.;,
Center of Southwest Studies,Audio,Contact Institution,November,12,1990,Fred and Elenore Kroeger,E. Polly Hammer,,Forestry,No general subjects listed.; About Narrator: No info provided.; Collection:U.S. Forest Service ; Notes: ; Copy of Tape #1 1991-02-05,
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",September,15,1977,Fred Emigh,Duane Smith,"Durango, La Plata County",Banks & Banking,Bankers--Colorado--Durango Durango (Colo.)--History; About Narrator: No info provided.; Collection:U003: Durango Oral Histories ; Notes: ;,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,December,10,2008,Fred Hutt,Andrew Gulliford,"Durango, La Plata County","Natural Disasters, Medicine","No general subjects listed.; About Narrator: Volunteer station lieutenant Firefighter/Medic for Durango Fire Protection; Collection:U 018 ; Notes: For the chapter ""Falling Nine Hundred Feet off Colorado's Engineer Peak"".",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",,,1988,Fred Reed,Charlie Langdon,La Plata County,Outdoor Sports & Recreation,"Clark Reed Assocs.; does lay-out; Chet points spot; sight-line, lift; cuts sight line; Autumn '64; crew of six; Herald's Locs. Mistake; Bea Reed (Beatrice Dr.); San Juan Dev.; Snow Dance!; more work @ Purg.; Smelter Stack; discuss w/Ray; Surveys Hermosa; Slopes Slick; Chet walks Mt.; dense timber; section stone; Ray selss land.; About Narrator: No info provided.; Collection:U024: Charlie Langdon Collection - BOX 3 ; Notes: ; date estimated",
Center of Southwest Studies,"Audio, Transcript","Contact Institution, Online",September,6,1966,Fred V. Kroeger,Robert W. Delaney,,Water,"Water--Colorado
Irrigation--Colorado 
San Juan Basin (Colo.)--History; About Narrator: San Juan Heritage broadcast series speaker. This segment was on ""water: Colorado's most valuable natural resource"".; Collection:U004: Southwest Oral History - BOX 29 ; Notes:Master tape is one reel to reel tape of a KREZ television program entitled Assignment 6. Series co-hosts were Robert Delaney and former state Representative and long-time resident of the San Juan Basin, Arthur Wyatt. Transcript and release form sent to narrator on Jan. 29, 1996. Transcript edited by narrator, Feb. 8, 1996. Releases signed by all three parties in Jan. 1998.; Found in Box #30. TA 11/11/2020'; MP3 Available online LT 4/15",https://swcenter.fortlewis.edu/finding_aids/MP3/FLCu004438.mp3
Center of Southwest Studies,"Audio, Transcript",Contact Institution,November,1,1993,Fred V. Kroeger,Devin Sanders,"Durango, La Plata County",World War II,"World War, 1939-1945--Civilian life Armed service--World War, 1939-1945 Durango (Colo.)--History
; About Narrator: Born in Durango, Colorado, in 1918; married to Eleanor Towne in 1940; four children. Worked full time managing his family hardware retail business since 1940 except for a 26 month absence during World War, 1939-1945.; Collection:U011: World War II Oral History Project-Box 9 ; Notes:Transcribed by Center of Southwest Studies staff on Nov. 4, 1993. Transcript and signed release form was sent to the narrator on Jan. 29, 1996. Narrator edited the transcript, Feb. 8, 1996.;",
Center of Southwest Studies,Audio,Contact Institution,August,7,2006,Freda Michaelson,E. Polly Hammer,,,,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,May,4,1996,"G. Leonard ""Red"" Bird",Todd Ellison,"Durango, La Plata County","Arts, Education & Schools","English literature--Education--Colorado 
Durango (Colo.)--History; About Narrator: Fort Lewis College English Department faculty member, 1969-1996. Retired at age nearly 60 to pursue his creative writing.; Collection:U001: FLC Oral Histories - BOX 32 ; Notes:On the eve of Dr. Bird's retirement from Fort Lewis College. Transcribed by Center secretary Catherine Conrad on May 24, 1996, and edited by Archivist Todd Ellison on May 27, 1996.; Found in Box #32, updated tape #. TA 11/11/2020",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,April,18,1990,G. Lowell Dolan,Sari Ross,"Durango, La Plata County","Historic Preservation, Education & Schools","Cities and towns--Colorado--Durango--Historic preservation Schools--Colorado--Durango--History McElmo Canyon (Colo.); About Narrator: No info provided.; Collection:U004: Southwest Oral History - BOX 5 ; Notes:Transcribed by Center of Southwest Studies staff in June, 1990.;",
